"issue_key","s2r_label","reason","s2r_reproducibility","s2r_validity","s2r_failure_type","s2r_reason","expected_behavior_presence","expected_behavior_quality","expected_behavior_reason","observed_behavior_presence","observed_behavior_quality","observed_behavior_reason","overall_reason","status","model","prompt_version","input_tokens","cached_input_tokens","output_tokens","total_tokens","cost_usd","timestamp","raw_response"
"MC-300107","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.","Present","Accurate","The expected behavior is clearly defined, aligning with the game's mechanics regarding the transformation of Copper Golems into statues.","Present","Sufficient","The observed behavior is described in detail, allowing readers to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a well-structured and clear bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4528","0","228","4756","0.00081600","2026-07-10T16:52:49","{
  ""issue_key"": ""MC-300107"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the necessary setup and actions to observe the intended behavior.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, aligning with the game's mechanics regarding the transformation of Copper Golems into statues.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is described in detail, allowing readers to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a well-structured and clear bug report.""
}"
"MC-300143","Executable","The steps provide a clear and actionable path to reproduce the bug, including necessary commands and observations.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, including necessary commands and observations.","Present","Accurate","The expected behavior is clearly defined and aligns with the intended functionality of the `reducedDebugInfo` gamerule.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the issue, expected behavior, and observed behavior, making it a well-structured bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4458","0","214","4672","0.00079710","2026-07-10T16:52:54","{
  ""issue_key"": ""MC-300143"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, including necessary commands and observations.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the intended functionality of the `reducedDebugInfo` gamerule.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the issue, expected behavior, and observed behavior, making it a well-structured bug report.""
}"
"MC-300388","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected outcomes without requiring additional assumptions.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected outcomes without requiring additional assumptions.","Present","Accurate","The expected behavior is clearly defined and aligns with Minecraft mechanics, stating that aquatic mobs should spawn in artificial water created by the player.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug, clearly explaining which mobs fail to spawn in artificial water.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a well-structured and clear bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4713","0","236","4949","0.00084855","2026-07-10T16:52:58","{
  ""issue_key"": ""MC-300388"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected outcomes without requiring additional assumptions.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with Minecraft mechanics, stating that aquatic mobs should spawn in artificial water created by the player.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug, clearly explaining which mobs fail to spawn in artificial water.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, making it a well-structured and clear bug report.""
}"
"MC-300395","Executable","The steps provide a clear and actionable path to reproduce the reported block corruption issue, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the reported block corruption issue, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined, aligning with Minecraft mechanics regarding block integrity and world loading.","Present","Sufficient","The observed behavior is detailed enough to understand the extent of the corruption and its impact on builds.","The report effectively outlines the steps to reproduce the bug, expected outcomes, and observed issues, making it a comprehensive and actionable bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4444","0","214","4658","0.00079500","2026-07-10T16:53:07","{
  ""issue_key"": ""MC-300395"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the reported block corruption issue, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, aligning with Minecraft mechanics regarding block integrity and world loading.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the extent of the corruption and its impact on builds.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected outcomes, and observed issues, making it a comprehensive and actionable bug report.""
}"
"MC-300396","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected outcomes without requiring additional assumptions.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected outcomes without requiring additional assumptions.","Present","Accurate","The expected behavior is clearly defined, stating that the duration of status effects should not decrease while the game is paused, which aligns with Minecraft's mechanics.","Present","Sufficient","The observed behavior is well described, detailing how the status effect duration continues to decrease while the game is paused, allowing readers to understand the specific outcome of the bug.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a clear and actionable bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4490","0","247","4737","0.00082170","2026-07-10T16:53:11","{
  ""issue_key"": ""MC-300396"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the setup, actions, and expected outcomes without requiring additional assumptions.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that the duration of status effects should not decrease while the game is paused, which aligns with Minecraft's mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is well described, detailing how the status effect duration continues to decrease while the game is paused, allowing readers to understand the specific outcome of the bug.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a clear and actionable bug report.""
}"
"MC-300408","Executable","The steps provide a clear and actionable path to reproduce the intended bug regarding the Copper Golem's memory of checked blocks.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the intended bug regarding the Copper Golem's memory of checked blocks.","Present","Accurate","The expected behavior is clearly defined, stating that the order of chests opened should match the order in the Golem's memory, which aligns with Minecraft's mechanics.","Present","Sufficient","The observed behavior is detailed enough to understand the discrepancy between the expected and actual memory order of the Copper Golem.","The report effectively outlines the steps to reproduce the bug, clearly states the expected behavior, and provides a sufficient description of the observed behavior, making it a well-structured bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4867","0","244","5111","0.00087645","2026-07-10T16:53:15","{
  ""issue_key"": ""MC-300408"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the intended bug regarding the Copper Golem's memory of checked blocks.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that the order of chests opened should match the order in the Golem's memory, which aligns with Minecraft's mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the discrepancy between the expected and actual memory order of the Copper Golem.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, clearly states the expected behavior, and provides a sufficient description of the observed behavior, making it a well-structured bug report.""
}"
"MC-300409","Non-Executable","The report does not specify the necessary custom setup or conditions required for a Piglin to drop a command block, which is an unusual item drop.","Irreproducible","Not Applicable","Missing Information","The report does not specify the necessary custom setup or conditions required for a Piglin to drop a command block, which is an unusual item drop.","Present","Accurate","The expected behavior clearly states that Zombified Piglins should drop items from their intended loot table, which does not include command blocks.","Present","Sufficient","The observed behavior describes the unexpected drop of a command block when a Zombified Piglin dies, providing enough detail to understand the issue.","While the expected and observed behaviors are clearly defined, the steps to reproduce lack critical information about the specific conditions needed to trigger the unusual drop, making it non-executable.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4378","0","251","4629","0.00080730","2026-07-10T16:53:19","{
  ""issue_key"": ""MC-300409"",
  ""steps_to_reproduce"": {
    ""label"": ""Non-Executable"",
    ""reproducibility"": ""Irreproducible"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Missing Information"",
    ""reason"": ""The report does not specify the necessary custom setup or conditions required for a Piglin to drop a command block, which is an unusual item drop.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior clearly states that Zombified Piglins should drop items from their intended loot table, which does not include command blocks.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior describes the unexpected drop of a command block when a Zombified Piglin dies, providing enough detail to understand the issue.""
  },
  ""overall_reason"": ""While the expected and observed behaviors are clearly defined, the steps to reproduce lack critical information about the specific conditions needed to trigger the unusual drop, making it non-executable."" 
}"
"MC-300420","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with the mechanics of sprinting in Minecraft.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are clear and aligned with Minecraft mechanics.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4474","0","210","4684","0.00079710","2026-07-10T16:53:22","{
  ""issue_key"": ""MC-300420"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the mechanics of sprinting in Minecraft.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are clear and aligned with Minecraft mechanics.""
}"
"MC-300473","Executable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary commands and actions to observe the crash.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, detailing the necessary commands and actions to observe the crash.","Present","Accurate","The expected behavior is clearly defined, stating that the player should be able to retrieve the invisible item frame without crashing, which aligns with Minecraft mechanics.","Present","Sufficient","The observed behavior is well described, detailing the crash that occurs when interacting with the invisible item frame after updating the game.","The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a comprehensive and actionable bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4587","0","234","4821","0.00082845","2026-07-10T16:53:26","{
  ""issue_key"": ""MC-300473"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, detailing the necessary commands and actions to observe the crash.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined, stating that the player should be able to retrieve the invisible item frame without crashing, which aligns with Minecraft mechanics.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is well described, detailing the crash that occurs when interacting with the invisible item frame after updating the game.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, the expected behavior, and the observed behavior, making it a comprehensive and actionable bug report.""
}"
"MC-300497","Executable","The steps provide a clear and actionable path to reproduce the issue with the Intel graphics driver, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the issue with the Intel graphics driver, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with the intended functionality of the game when using the Intel graphics driver.","Present","Sufficient","The observed behavior is detailed enough to understand the specific issues encountered when using the Intel graphics driver.","The report effectively outlines the steps to reproduce the issue, expected behavior, and observed behavior, making it a comprehensive bug report.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4299","0","218","4517","0.00077565","2026-07-10T16:53:29","{
  ""issue_key"": ""MC-300497"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the issue with the Intel graphics driver, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the intended functionality of the game when using the Intel graphics driver.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific issues encountered when using the Intel graphics driver.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the issue, expected behavior, and observed behavior, making it a comprehensive bug report.""
}"
"MC-300515","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with the game's mechanics regarding Endermen and boats.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are clear and aligned with Minecraft mechanics.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4301","0","211","4512","0.00077175","2026-07-10T16:53:38","{
  ""issue_key"": ""MC-300515"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the game's mechanics regarding Endermen and boats.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are clear and aligned with Minecraft mechanics.""
}"
"MC-300516","Executable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Not Assessed","Not Applicable","Not Applicable","The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.","Present","Accurate","The expected behavior is clearly defined and aligns with the game's mechanics regarding pillager patrols.","Present","Sufficient","The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.","The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are clear and aligned with Minecraft mechanics.","valid_json","gpt-4o-mini-2024-07-18","Prompts_Improved_Final_V16_PilotApproved","4353","0","211","4564","0.00077955","2026-07-10T16:53:42","{
  ""issue_key"": ""MC-300516"",
  ""steps_to_reproduce"": {
    ""label"": ""Executable"",
    ""reproducibility"": ""Not Assessed"",
    ""validity"": ""Not Applicable"",
    ""failure_type"": ""Not Applicable"",
    ""reason"": ""The steps provide a clear and actionable path to reproduce the bug, requiring only general game knowledge.""
  },
  ""expected_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Accurate"",
    ""reason"": ""The expected behavior is clearly defined and aligns with the game's mechanics regarding pillager patrols.""
  },
  ""observed_behavior"": {
    ""presence"": ""Present"",
    ""quality"": ""Sufficient"",
    ""reason"": ""The observed behavior is detailed enough to understand the specific outcome of the bug without ambiguity.""
  },
  ""overall_reason"": ""The report effectively outlines the steps to reproduce the bug, expected behavior, and observed behavior, all of which are clear and aligned with Minecraft mechanics.""
}"
